petName,enemyId,templateId,initNum,lvupPointSource,lvupPointEffective,baseVital,baseStr,baseTough,baseDex,get,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,rare,lvMin,lvMax,enemyExp,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,rawVitalMin,rawVitalMax,rawStrMin,rawStrMax,rawToughMin,rawToughMax,rawDexMin,rawDexMax,growVitalMin,growVitalMax,growStrMin,growStrMax,growToughMin,growToughMax,growDexMin,growDexMax,rank,baseSum,earth,water,fire,wind,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
比特,1596,763,21,4.5,4,19,20,23,26,11,0,0,0,0,0,0,1,1,0,1,1,-1,29,41,4,7,5,8,5,7,357,651,378,672,441,735,504,798,86,173,91,179,107,196,122,212,3,88,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100858
可卡特,1597,764,22,4.5,4,18,25,19,28,11,0,0,0,0,0,0,1,1,0,1,1,-1,30,43,6,9,4,8,5,8,352,660,506,814,374,682,572,880,78,162,112,199,83,167,127,216,2,90,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,100859
司尔顿,1598,765,25,4.5,4,31,30,28,21,11,0,0,0,0,0,0,1,1,0,1,1,-1,49,64,8,12,8,11,4,8,725,1075,700,1050,650,1000,475,825,130,215,126,210,117,200,85,165,0,110,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100860
格尔希洛,1599,766,27,4.5,4,26,42,28,21,11,0,0,0,0,0,0,1,1,0,1,1,-1,51,67,12,16,9,13,5,8,648,1026,1080,1458,702,1080,513,891,108,190,180,270,117,200,85,165,0,117,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100861
梅尔顿,1600,767,25,4.5,4,32,30,27,21,11,0,0,0,0,0,0,1,1,0,1,1,-1,50,65,8,12,8,11,4,8,750,1100,700,1050,625,975,475,825,135,220,126,210,112,195,85,165,0,110,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100862
戈登尔顿,1601,768,28,4.5,4,26,46,24,29,-1,0,0,0,0,0,0,1,1,1,1,1,-1,55,71,14,18,8,12,7,11,672,1064,1232,1624,616,1008,756,1148,108,190,198,290,99,180,121,205,0,125,0,0,20,80,1,2,543,-1,-1,-1,-1,-1,100863
蓝宝,1602,769,23,4.5,4,33,27,26,17,11,0,0,0,0,0,0,1,1,0,1,1,-1,45,58,7,10,7,10,3,6,713,1035,575,897,552,874,345,667,139,225,112,195,108,190,67,145,0,103,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100864
瑞德宝,1603,770,25,4.5,4,28,33,27,18,-1,0,0,0,0,0,0,1,1,1,1,1,-1,46,61,9,12,8,11,4,7,650,1000,775,1125,625,975,400,750,117,200,139,225,112,195,72,150,0,106,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100865
毛宝,1604,771,22,4.5,4,26,26,29,24,11,0,0,0,0,0,0,1,1,0,1,1,-1,39,52,6,9,7,10,4,7,528,836,528,836,594,902,484,792,108,190,108,190,121,205,99,180,0,105,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100866
欧林吉鲁,1605,772,19,4.5,4,19,30,22,31,11,0,0,0,0,0,0,1,1,0,1,1,-1,29,40,6,9,5,7,5,8,323,589,532,798,380,646,551,817,76,155,126,210,90,170,130,215,0,102,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100867
史凯鲁,1606,773,20,4.5,4,26,26,24,27,11,0,0,0,0,0,0,1,1,0,1,1,-1,35,47,6,8,5,8,5,7,480,760,480,760,440,720,500,780,108,190,108,190,99,180,112,195,0,103,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,100868
耶普鲁,1607,774,19,4.5,4,20,32,22,28,11,0,0,0,0,0,0,1,1,1,1,1,-1,30,41,6,9,5,7,4,7,342,608,570,836,380,646,494,760,81,160,135,220,90,170,117,200,0,102,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100869
芭拉芭,1608,775,19,4.5,4,21,26,27,27,11,0,0,0,0,0,0,1,1,0,1,1,-1,30,41,5,8,5,8,4,7,361,627,456,722,475,741,475,741,85,165,108,190,112,195,112,195,0,101,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,100870
普鲁夏,1609,776,25,4.5,4,26,37,19,32,11,0,0,0,0,0,0,1,1,0,1,1,-1,47,61,10,13,6,9,7,11,600,950,875,1225,425,775,750,1100,108,190,157,245,76,155,135,220,0,114,30,70,0,0,1,2,-1,-1,-1,-1,-1,-1,100871
佩露夏,1610,777,30,4.5,4,27,43,19,28,-5,1,1,1,1,1,1,1,1,2,1,1,-1,58,75,14,18,7,11,7,12,750,1170,1230,1650,510,930,780,1200,112,195,184,275,76,155,117,200,0,117,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100872
萨格鲁,1611,778,25,4.5,4,27,36,16,26,-1,0,0,0,0,0,0,1,1,1,1,1,-1,45,60,9,13,5,9,6,9,625,975,850,1200,350,700,600,950,112,195,153,240,63,140,108,190,0,105,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,100873
玛斯贝卡,1612,779,24,4.5,4,25,35,16,31,11,0,0,0,0,0,0,1,1,0,1,1,-1,42,56,9,12,5,8,6,10,552,888,792,1128,336,672,696,1032,103,185,148,235,63,140,130,215,0,107,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,100874
麦丁布斯,1613,780,19,4.5,4,34,25,28,14,-1,0,0,0,0,0,0,1,1,2,1,1,-1,37,48,5,8,6,8,2,4,608,874,437,703,494,760,228,494,144,230,103,185,117,200,54,130,0,101,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,100875
加耶布斯,1614,781,17,4.5,4,29,22,27,19,11,0,0,0,0,0,0,1,1,0,1,1,-1,30,40,4,6,5,7,2,5,459,697,340,578,425,663,289,527,126,213,94,176,117,202,79,161,1,97,0,0,0,100,1,2,-1,-1,-1,-1,-1,-1,100876
迪米布斯,1615,782,17,4.5,4,34,21,31,13,11,0,0,0,0,0,0,1,1,0,1,1,-1,33,43,4,6,5,8,1,4,544,782,323,561,493,731,187,425,150,239,89,171,136,223,51,130,1,99,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100877
玻洛布斯,1616,783,16,4.5,4,29,20,33,16,11,0,0,0,0,0,0,1,1,0,1,1,-1,28,38,4,6,5,8,2,4,432,656,288,512,496,720,224,448,126,213,84,166,145,234,65,145,1,98,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100878
迪加,1617,784,20,4.5,4,38,32,15,18,0,0,0,0,0,0,0,1,1,0,1,1,-1,42,54,7,10,4,7,3,6,720,1000,600,880,260,540,320,600,162,250,135,220,58,135,72,150,0,103,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100879
砂鲨,1618,785,20,4.5,4,33,36,16,18,11,0,0,0,0,0,0,1,1,0,1,1,-1,39,51,7,10,4,7,3,6,620,900,680,960,280,560,320,600,139,225,153,240,63,140,72,150,0,103,0,20,80,0,1,2,-1,-1,-1,-1,-1,-1,100880
波波顿,1619,786,19,4.5,4,33,30,19,17,11,0,0,0,0,0,0,1,1,0,1,1,-1,36,47,6,9,4,7,2,5,589,855,532,798,323,589,285,551,145,234,131,218,79,161,70,150,1,99,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100881
梅鲁莎,1620,787,30,4.5,4,30,41,20,25,-5,0,0,0,0,0,0,1,1,2,1,1,-1,60,77,13,17,7,12,6,11,840,1260,1170,1590,540,960,690,1110,126,210,175,265,81,160,103,185,0,116,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,100882
尤里蛙,1621,788,23,4.5,4,36,30,34,13,11,0,0,0,0,0,0,1,1,0,1,1,-1,49,63,8,11,9,12,2,5,782,1104,644,966,736,1058,253,575,153,240,126,210,144,230,49,125,0,113,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100883
裘里蛙,1622,789,23,4.5,4,33,34,31,15,11,0,0,0,0,0,0,1,1,0,1,1,-1,47,61,9,12,8,11,2,6,713,1035,736,1058,667,989,299,621,139,225,144,230,130,215,58,135,0,113,50,0,0,50,1,2,-1,-1,-1,-1,-1,-1,100884
艾尔蛙,1623,790,22,4.5,4,33,33,29,18,11,0,0,0,0,0,0,1,1,0,1,1,-1,45,58,8,11,7,10,3,6,682,990,682,990,594,902,352,660,139,225,139,225,121,205,72,150,0,113,20,0,0,80,1,2,-1,-1,-1,-1,-1,-1,100885
里昂蛙,1624,791,25,4.5,4,38,29,34,13,-1,0,0,0,0,0,0,1,1,1,1,1,-1,56,70,8,12,9,13,2,6,900,1250,675,1025,800,1150,275,625,162,250,121,205,144,230,49,125,0,114,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100886
欧瑟菲,1625,792,21,4.5,4,35,23,33,14,11,0,0,0,0,0,0,1,1,0,1,1,-1,43,55,5,9,7,10,2,5,693,987,441,735,651,945,252,546,148,235,94,175,139,225,54,130,0,105,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,100887
莫拉司,1626,793,22,4.5,4,39,26,27,12,11,0,0,0,0,0,0,1,1,0,1,1,-1,47,60,6,10,7,10,2,5,814,1122,528,836,550,858,220,528,166,255,108,190,112,195,45,120,0,104,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100888
玛斯特,1627,794,21,4.5,4,37,23,32,12,11,0,0,0,0,0,0,1,1,0,1,1,-1,44,56,5,9,7,10,2,5,735,1029,441,735,630,924,210,504,157,245,94,175,135,220,45,120,0,104,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100889
沙瓦列,1628,795,24,4.5,4,35,28,27,15,0,0,0,0,0,0,0,1,1,0,1,1,-1,49,63,7,11,7,11,3,6,792,1128,624,960,600,936,312,648,148,235,117,200,112,195,58,135,0,105,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100890
嘎吱拉,1629,796,28,4.5,4,27,36,42,13,-1,0,0,0,0,0,0,1,1,1,1,1,-1,54,70,11,15,13,17,3,7,700,1092,952,1344,1120,1512,308,700,112,195,153,240,180,270,49,125,0,118,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,100891
哥斯哥斯,1630,797,25,4.5,4,39,30,36,10,11,0,0,0,0,0,0,1,1,0,1,1,-1,57,71,9,12,10,13,2,5,925,1275,700,1050,850,1200,200,550,166,255,126,210,153,240,36,110,0,115,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,100892
蒙哥拉斯,1631,798,26,4.5,4,39,30,34,11,-1,0,0,0,0,0,0,1,1,0,1,1,-1,59,74,9,13,10,14,2,5,962,1326,728,1092,832,1196,234,598,166,255,126,210,144,230,40,115,0,114,50,0,0,50,1,2,-1,-1,-1,-1,-1,-1,100893
固力摩,1632,799,27,4.5,4,52,27,19,14,11,0,0,0,0,0,0,1,1,0,1,1,-1,71,86,8,12,6,10,3,7,1350,1728,675,1053,459,837,324,702,225,320,112,195,76,155,54,130,0,112,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,100894
摩吉摩吉,1633,800,28,4.5,4,56,28,17,13,-1,0,0,0,0,0,0,1,1,1,1,1,-1,77,94,9,13,6,10,3,7,1512,1904,728,1120,420,812,308,700,243,340,117,200,67,145,49,125,0,114,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100895
摩米索拉,1634,801,27,4.5,4,53,26,21,12,11,0,0,0,0,0,0,1,1,0,1,1,-1,72,87,8,12,7,11,2,6,1377,1755,648,1026,513,891,270,648,229,325,108,190,85,165,45,120,0,112,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100896
摩酷罗,1635,802,27,4.5,4,54,27,17,13,11,0,0,0,0,0,0,1,1,0,1,1,-1,72,88,8,12,6,10,2,6,1404,1782,675,1053,405,783,297,675,234,330,112,195,67,145,49,125,0,111,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,100897
可可恩,1636,803,28,4.5,4,27,34,20,26,11,0,0,0,0,0,0,1,1,0,1,1,-1,51,67,10,14,7,11,6,10,700,1092,896,1288,504,896,672,1064,112,195,144,230,81,160,108,190,0,107,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100898
克洛恩,1637,804,30,4.5,4,27,38,23,29,-1,0,0,0,0,0,0,1,1,1,1,1,-1,58,75,12,17,8,13,8,12,750,1170,1080,1500,630,1050,810,1230,112,195,162,250,94,175,121,205,0,117,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,100899
布兰恩,1638,805,25,4.5,4,24,29,27,29,11,0,0,0,0,0,0,1,1,0,1,1,-1,44,58,8,12,7,11,6,10,550,900,675,1025,625,975,675,1025,99,180,121,205,112,195,121,205,0,109,80,0,0,20,1,2,-1,-1,-1,-1,-1,-1,100900
迪布恩,1639,806,28,4.5,4,28,30,23,26,11,0,0,0,0,0,0,1,1,0,1,1,-1,52,68,9,13,7,11,6,10,728,1120,784,1176,588,980,672,1064,117,200,126,210,94,175,108,190,0,107,10,90,0,0,1,2,-1,-1,-1,-1,-1,-1,100901
格里兰,1640,807,18,4.5,4,23,20,17,36,11,0,0,0,0,0,0,1,1,0,1,1,-1,28,39,4,6,3,6,6,8,378,630,324,576,270,522,612,864,98,182,84,166,70,150,159,249,1,96,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100902
摩里,1641,808,18,4.5,4,26,22,14,33,11,0,0,0,0,0,0,1,1,0,1,1,-1,30,40,4,7,3,5,5,8,432,684,360,612,216,468,558,810,112,197,94,176,56,135,145,234,1,95,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100903
瑞里西尔,1642,809,20,4.5,4,24,20,10,36,-1,0,0,0,0,0,0,1,1,1,1,1,-1,31,43,4,7,2,5,6,9,440,720,360,640,160,440,680,960,107,194,88,172,39,118,166,259,2,90,60,0,0,40,1,2,210,-1,-1,-1,-1,-1,100904
塔斯夫,1643,810,19,4.5,4,22,24,13,38,11,0,0,0,0,0,0,1,1,0,1,1,-1,30,41,5,7,3,6,6,9,380,646,418,684,209,475,684,950,94,176,103,187,51,130,169,260,1,97,0,0,50,50,1,2,210,-1,-1,-1,-1,-1,100905
朵巴奈特,1644,811,27,4.5,4,27,40,24,27,-1,0,0,0,0,0,0,1,1,1,1,1,-1,52,68,12,15,8,12,6,10,675,1053,1026,1404,594,972,675,1053,112,195,171,260,99,180,112,195,0,118,0,0,40,60,1,2,-1,-1,-1,-1,-1,-1,100906
斑尼迪克,1645,812,30,4.5,4,26,48,21,29,-5,0,0,0,0,0,0,1,1,2,1,1,-1,59,76,15,19,8,12,8,12,720,1140,1380,1800,570,990,810,1230,108,190,207,300,85,165,121,205,0,124,0,0,10,90,1,2,-1,-1,-1,-1,-1,-1,100907
阿米朵,1646,813,27,4.5,4,26,34,29,26,11,0,0,0,0,0,0,1,1,0,1,1,-1,51,66,10,14,9,13,6,10,648,1026,864,1242,729,1107,648,1026,108,190,144,230,121,205,108,190,0,115,40,0,0,60,1,2,-1,-1,-1,-1,-1,-1,100908
邦司凉朵,1647,814,29,4.5,4,31,42,26,26,11,0,0,0,0,0,0,1,1,0,1,1,-1,62,78,13,17,9,13,6,11,841,1247,1160,1566,696,1102,696,1102,130,215,180,270,108,190,108,190,0,125,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100909
布莱兹,1648,815,30,4.5,4,28,31,25,33,-1,0,0,0,0,0,0,1,1,1,1,1,-1,59,76,10,15,9,13,9,13,780,1200,870,1290,690,1110,930,1350,117,200,130,215,103,185,139,225,0,117,30,70,0,0,1,2,-1,-1,-1,-1,-1,-1,100910
布依伦斯,1649,816,28,4.5,4,21,29,26,34,11,0,0,0,0,0,0,1,1,0,1,1,-1,47,63,9,13,8,12,8,12,532,924,756,1148,672,1064,896,1288,85,165,121,205,108,190,144,230,0,110,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100911
伊夫霍恩,1650,817,27,4.5,4,22,26,29,32,11,0,0,0,0,0,0,1,1,0,1,1,-1,46,61,8,12,9,12,8,11,540,918,648,1026,729,1107,810,1188,90,170,108,190,121,205,135,220,0,109,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100912
莱姆洛斯,1651,818,23,4.5,4,34,22,28,23,11,0,0,0,0,0,0,1,1,0,1,1,-1,47,60,6,9,7,10,4,8,736,1058,460,782,598,920,483,805,144,230,90,170,117,200,94,175,0,107,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100913
朱利洛斯,1652,819,23,4.5,4,38,21,29,20,11,0,0,0,0,0,0,1,1,0,1,1,-1,50,63,6,9,7,11,4,7,828,1150,437,759,621,943,414,736,162,250,85,165,121,205,81,160,0,108,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100914
辛普洛斯,1653,820,26,4.5,4,30,39,28,28,-1,0,0,0,0,0,0,1,1,1,1,1,-1,54,69,11,15,8,12,6,10,728,1092,962,1326,676,1040,676,1040,126,210,166,255,117,200,117,200,0,125,10,90,0,0,1,2,-1,-1,-1,-1,-1,-1,100915
立杜鲁斯,1654,821,23,4.5,4,26,22,27,26,11,0,0,0,0,0,0,1,1,0,1,1,-1,40,53,6,9,7,10,5,8,552,874,460,782,575,897,552,874,108,190,90,170,112,195,108,190,0,101,50,0,0,50,1,2,-1,-1,-1,-1,-1,-1,100916
诺克斯,1655,822,25,4.5,4,30,28,24,24,-5,0,0,0,0,0,0,1,1,2,1,1,-1,48,62,8,11,7,10,5,9,700,1050,650,1000,550,900,550,900,126,210,117,200,99,180,99,180,0,106,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,100917
巴克亚司,1656,823,24,4.5,4,25,25,23,28,11,0,0,0,0,0,0,1,1,0,1,1,-1,41,55,7,10,6,10,6,9,552,888,552,888,504,840,624,960,103,185,103,185,94,175,117,200,0,101,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100918
雷德力克斯,1657,824,23,4.5,4,30,22,27,23,11,0,0,0,0,0,0,1,1,0,1,1,-1,43,56,6,9,7,10,4,8,644,966,460,782,575,897,483,805,126,210,90,170,112,195,94,175,0,102,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,100919
杨格斯,1660,755,27,4.5,4,27,50,18,32,-1,0,0,0,0,0,0,1,1,2,1,1,-1,55,70,14,18,6,10,8,11,675,1053,1296,1674,432,810,810,1188,112,195,216,310,72,150,135,220,0,127,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100850
卡卡金宝,1682,234,26,4.5,4,30,33,30,12,1,0,0,0,0,0,20,5,0,0,1,1,-1,49,64,9,13,9,12,2,6,728,1092,806,1170,728,1092,260,624,126,210,139,225,126,210,45,120,0,105,0,20,80,0,1,2,90,-1,-1,-1,-1,-1,100346
卡卡金宝,1683,234,26,4.5,4,30,33,30,12,1,0,0,0,0,0,20,5,0,0,38,42,-1,332,473,65,98,60,93,17,45,4872,7980,5394,8550,4872,7980,1740,4560,126,210,139,225,126,210,45,120,0,105,0,20,80,0,1,2,90,-1,-1,-1,-1,-1,100346
洛克斯,1701,85,20,4.5,4,19,27,43,10,-1,0,0,0,30,0,0,1,0,1,100,100,-1,632,873,131,192,191,252,33,91,7072,12896,10400,16224,17056,22880,3328,9152,79,161,117,202,192,286,37,114,1,99,50,0,0,50,1,2,-1,-1,-1,-1,-1,-1,100389
里昂蛙,1703,791,25,4.5,4,38,29,34,13,-1,0,0,0,0,0,0,1,1,1,100,100,-1,943,1187,146,207,165,226,46,105,15156,21050,11367,17261,13472,19366,4631,10525,162,250,121,205,144,230,49,125,0,114,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100886
尼加斯,1707,747,19,4.5,4,26,25,26,26,11,0,0,0,0,0,0,1,1,0,45,55,-1,345,552,57,103,59,105,46,89,4680,8930,4485,8695,4680,8930,4680,8930,108,190,103,185,108,190,108,190,0,103,40,0,0,60,1,2,-1,-1,-1,-1,-1,-1,100842
呼鲁鲁,1708,751,24,4.5,4,25,28,23,31,11,0,0,0,0,0,0,1,1,0,45,55,-1,356,566,64,112,55,101,58,103,4600,8880,5200,9600,4200,8400,5800,10320,103,185,117,200,94,175,130,215,0,107,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100846
拉奇斯斯,1709,753,23,4.5,4,26,24,26,30,11,0,0,0,0,0,0,1,1,0,45,55,-1,358,568,57,103,60,107,55,100,4776,9082,4378,8604,4776,9082,5572,10038,108,190,99,180,108,190,126,210,0,106,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100848
塔斯夫,1710,810,19,4.5,4,22,24,13,38,11,0,0,0,0,0,0,1,1,0,45,55,-1,310,509,53,98,34,75,70,117,3900,7990,4290,8460,2145,5875,7020,11750,94,176,103,187,51,130,169,260,1,97,0,0,50,50,1,2,210,-1,-1,-1,-1,-1,100905
尤里蛙,1711,788,23,4.5,4,36,30,34,13,11,0,0,0,0,0,0,1,1,0,65,75,-1,605,877,99,159,109,171,30,79,9486,15312,7812,13398,8928,14674,3069,7975,153,240,126,210,144,230,49,125,0,113,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100883
裘里蛙,1712,789,23,4.5,4,33,34,31,15,11,0,0,0,0,0,0,1,1,0,65,75,-1,580,848,109,171,101,162,36,86,8649,14355,8928,14674,8091,13717,3627,8613,139,225,144,230,130,215,58,135,0,113,50,0,0,50,1,2,-1,-1,-1,-1,-1,-1,100884
史凯鲁,1713,773,20,4.5,4,26,26,24,27,11,0,0,0,0,0,0,1,1,0,65,75,-1,488,742,83,141,78,136,69,123,6624,12008,6624,12008,6072,11376,6900,12324,108,190,108,190,99,180,112,195,0,103,50,50,0,0,1,2,-1,-1,-1,-1,-1,-1,100868
芭拉芭,1714,775,19,4.5,4,21,26,27,27,11,0,0,0,0,0,0,1,1,0,65,75,-1,440,686,82,140,85,143,68,122,5225,10395,6600,11970,6875,12285,6875,12285,85,165,108,190,112,195,112,195,0,101,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,100870
莫拉司,1715,793,22,4.5,4,39,26,27,12,11,0,0,0,0,0,0,1,1,0,85,95,-1,776,1094,111,181,114,185,35,95,13246,20298,8592,15124,8950,15522,3580,9552,166,255,108,190,112,195,45,120,0,104,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100888
玛斯特,1716,794,21,4.5,4,37,23,32,12,11,0,0,0,0,0,0,1,1,0,85,95,-1,753,1067,101,170,130,202,35,95,12495,19453,7497,13895,10710,17468,3570,9528,157,245,94,175,135,220,45,120,0,104,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100889
朱利洛斯,1717,819,23,4.5,4,38,21,29,20,11,0,0,0,0,0,0,1,1,0,85,95,-1,782,1101,95,164,121,193,64,127,12924,19950,6821,13167,9693,16359,6462,12768,162,250,85,165,121,205,81,160,0,108,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100914
威斯,1718,736,17,4.5,4,29,23,14,31,11,0,0,0,0,0,0,1,1,0,65,75,-1,491,744,73,129,51,104,79,134,7371,12833,5733,10955,3276,8138,7917,13459,126,213,98,182,56,135,136,223,1,97,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100831
威比,1719,737,17,4.5,4,22,24,13,39,11,0,0,0,0,0,0,1,1,0,65,75,-1,436,682,74,131,47,100,101,159,5460,10642,6006,11268,3003,7825,10101,15963,94,176,103,187,51,130,173,265,1,98,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100832
加加,1720,731,21,4.5,4,27,25,25,26,11,0,0,0,0,0,0,1,1,0,65,75,-1,498,754,81,139,81,139,66,120,6925,12363,6371,11729,6371,11729,6648,12046,112,195,103,185,103,185,108,190,0,103,60,40,0,0,1,2,-1,-1,-1,-1,-1,-1,100826
比比加,1721,734,22,4.5,4,29,25,24,26,11,0,0,0,0,0,0,1,1,0,65,75,-1,519,779,82,140,79,137,66,120,7506,13038,6394,11766,6116,11448,6672,12084,121,205,103,185,99,180,108,190,0,104,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100829
乌力莱德,1722,726,21,4.5,4,32,27,20,26,11,0,0,0,0,0,0,1,1,0,65,75,-1,545,808,87,145,69,125,66,120,8310,13948,6925,12363,4986,10144,6648,12046,135,220,112,195,81,160,108,190,0,105,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100821
乌力固力,1723,727,20,4.5,4,26,24,26,32,11,0,0,0,0,0,0,1,1,0,65,75,-1,502,758,79,136,84,142,82,139,6624,12008,6072,11376,6624,12008,8280,13904,108,190,99,180,108,190,135,220,0,108,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100822
布依布鲁,1724,728,23,4.5,4,44,24,23,17,11,0,0,0,0,0,0,1,1,0,65,75,-1,658,937,82,140,79,137,41,92,11718,17864,6138,11484,5859,11165,4185,9251,189,280,99,180,94,175,67,145,0,108,30,70,0,0,1,2,-1,-1,-1,-1,-1,-1,100823
布依布依,1725,729,23,4.5,4,44,28,19,18,11,0,0,0,0,0,0,1,1,0,65,75,-1,661,941,92,152,70,126,44,95,11718,17864,7254,12760,4743,9889,4464,9570,189,280,117,200,76,155,72,150,0,109,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100824
布依胖,1726,730,27,4.5,4,34,29,25,23,-1,0,0,0,0,0,0,1,1,1,65,75,-1,591,862,96,156,86,145,59,113,9056,14858,7641,13243,6509,11951,5943,11305,144,230,121,205,103,185,94,175,0,111,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100825
格里兰,1727,807,18,4.5,4,23,20,17,36,11,0,0,0,0,0,0,1,1,0,85,95,-1,569,862,84,150,74,140,120,189,7434,13790,6372,12608,5310,11426,12036,18912,98,182,84,166,70,150,159,249,1,96,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100902
摩里,1728,808,18,4.5,4,26,22,14,33,11,0,0,0,0,0,0,1,1,0,85,95,-1,598,894,90,158,65,129,109,177,8496,14972,7080,13396,4248,10244,10974,17730,112,197,94,176,56,135,145,234,1,95,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100903
立杜鲁斯,1729,821,23,4.5,4,26,22,27,26,11,0,0,0,0,0,0,1,1,0,65,75,-1,488,743,74,131,86,145,66,121,6696,12122,5580,10846,6975,12441,6696,12122,108,190,90,170,112,195,108,190,0,101,50,0,0,50,1,2,-1,-1,-1,-1,-1,-1,100916
巴克亚司,1730,823,24,4.5,4,25,25,23,28,11,0,0,0,0,0,0,1,1,0,65,75,-1,481,736,81,139,76,134,72,128,6440,11840,6440,11840,5880,11200,7280,12800,103,185,103,185,94,175,117,200,0,101,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100918
欧林吉鲁,1731,772,19,4.5,4,19,30,22,31,11,0,0,0,0,0,0,1,1,0,85,95,-1,550,841,119,190,93,161,102,169,6035,12245,9940,16590,7100,13430,10295,16985,76,155,126,210,90,170,130,215,0,102,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100867
耶普鲁,1732,774,19,4.5,4,20,32,22,28,11,0,0,0,0,0,0,1,1,1,85,95,-1,560,853,126,197,94,162,92,158,6390,12640,10650,17380,7100,13430,9230,15800,81,160,135,220,90,170,117,200,0,102,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100869
动物园养的拉斯基,1733,854,10,4,4,20,23,21,26,0,0,0,0,0,0,0,1,1,0,1,1,-1,14,20,2,4,2,3,2,3,180,320,210,350,190,330,240,380,88,172,102,189,93,178,117,205,2,90,0,0,60,40,1,2,-1,-1,-1,-1,-1,10,100853
瑞德宝,1734,770,25,4.5,4,28,33,27,18,-1,0,0,0,0,0,0,1,1,1,85,95,-1,671,978,135,208,115,186,57,120,9386,16040,11191,18045,9025,15639,5776,12030,117,200,139,225,112,195,72,150,0,106,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100865
